FID,id,rute_nr,rutenavn,status,kategori,under_kategori,kommune,ogc_fid,wkb_geometry
cykeldata_kk.fid-2b80431e_19460c4a556_7254,1019,,,Eksisterende,Cykelsti,,København,1760,"MULTILINESTRING ((12.533232249325568 55.64938136742774, 12.533692811754404 55.64930651012715, 12.534374491555564 55.64907082974399, 12.534387966001804 55.649066126079255))"
cykeldata_kk.fid-2b80431e_19460c4a556_7255,1020,,,Eksisterende,Cykelsti,,København,1761,"MULTILINESTRING ((12.52801148418868 55.65016103525896, 12.528271679815983 55.65002903678255, 12.528277200174216 55.65002627083044, 12.528462728200807 55.64995917018732, 12.528562395975264 55.64993895070745, 12.528760439549801 55.649906010251556, 12.528761731228453 55.649905793269085))"
cykeldata_kk.fid-2b80431e_19460c4a556_7256,1021,,,Eksisterende,Cykelsti,,København,1762,"MULTILINESTRING ((12.52801148418868 55.65016103525896, 12.527957701560682 55.65034723426057, 12.527956002882021 55.65035312653839, 12.527860302907879 55.65068400954246, 12.52785860420205 55.65068990181905))"
cykeldata_kk.fid-2b80431e_19460c4a556_7257,1022,,,Eksisterende,Cykelsti,,København,1763,"MULTILINESTRING ((12.52785860420205 55.65068990181905, 12.527405851448734 55.65226203657108, 12.527405678647254 55.652263030424166))"
cykeldata_kk.fid-2b80431e_19460c4a556_7258,1023,,,Eksisterende,Cykelsti,,København,1764,"MULTILINESTRING ((12.529510354211839 55.64981753445492, 12.529789691102343 55.64978458880077, 12.530657715472527 55.64968272588662, 12.530658753647042 55.64968260608429, 12.530659791821547 55.64968248628186))"
cykeldata_kk.fid-2b80431e_19460c4a556_7259,1026,,,Eksisterende,Cykelsti,,København,1765,"MULTILINESTRING ((12.52894699666277 55.648226643140866, 12.528233673889982 55.64816051638908, 12.528222167166415 55.648159409239376))"
cykeldata_kk.fid-2b80431e_19460c4a556_725a,1027,,,Eksisterende,Cykelsti,,København,1766,"MULTILINESTRING ((12.529945255126519 55.64831917106352, 12.52895466245457 55.6482273214179, 12.52894699666277 55.648226643140866))"
cykeldata_kk.fid-2b80431e_19460c4a556_725b,1028,,,Eksisterende,Cykelsti,,København,1767,"MULTILINESTRING ((12.528761731228453 55.649905793269085, 12.529506847319475 55.64981790513064, 12.529510354211839 55.64981753445492))"
cykeldata_kk.fid-2b80431e_19460c4a556_725c,1029,,,Eksisterende,Cykelsti,,København,1768,"MULTILINESTRING ((12.533575147108571 55.64871549364026, 12.534201557370237 55.6490127973516, 12.534203338348558 55.6490136449843, 12.534371550080586 55.64906147522016, 12.534385816937997 55.64906555875848, 12.534387966001804 55.649066126079255))"
cykeldata_kk.fid-2b80431e_19460c4a556_725d,1030,,,Eksisterende,Cykelsti,,København,1769,"MULTILINESTRING ((12.541132099635028 55.644937502352654, 12.54079492541207 55.64462576556389, 12.540794067940338 55.644624981246885))"
cykeldata_kk.fid-2b80431e_19460c4a556_725e,1031,,,Eksisterende,Cykelsti,,København,1770,"MULTILINESTRING ((12.54133078261934 55.64512099876428, 12.541132099635028 55.644937502352654))"
cykeldata_kk.fid-2b80431e_19460c4a556_725f,1032,,,Eksisterende,Cykelsti,,København,1771,"MULTILINESTRING ((12.54145767469657 55.64523833609131, 12.54133078261934 55.64512099876428))"
cykeldata_kk.fid-2b80431e_19460c4a556_7260,1033,,,Eksisterende,Cykelsti,,København,1772,"MULTILINESTRING ((12.541822749015568 55.64557578510287, 12.54145767469657 55.64523833609131))"
cykeldata_kk.fid-2b80431e_19460c4a556_7261,1034,,,Eksisterende,Cykelsti,,København,1773,"MULTILINESTRING ((12.541871953695964 55.64562120047506, 12.541822749015568 55.64557578510287))"
cykeldata_kk.fid-2b80431e_19460c4a556_7262,1035,,,Eksisterende,Cykelsti,,København,1774,"MULTILINESTRING ((12.54217137348377 55.645897976225356, 12.541871953695964 55.64562120047506))"
cykeldata_kk.fid-2b80431e_19460c4a556_7263,1036,,,Eksisterende,Cykelsti,,København,1775,"MULTILINESTRING ((12.542425370698702 55.64604058662167, 12.542258250596907 55.64594967441271, 12.542257972856255 55.64594950264204, 12.542195258002005 55.645914186931755, 12.54217137348377 55.645897976225356))"
cykeldata_kk.fid-2b80431e_19460c4a556_7264,1037,,,Eksisterende,Cykelsti,,København,1776,"MULTILINESTRING ((12.542544504608689 55.646105376535736, 12.542425370698702 55.64604058662167))"
cykeldata_kk.fid-2b80431e_19460c4a556_7265,1038,,,Eksisterende,Cykelsti,,København,1777,"MULTILINESTRING ((12.540794067940338 55.644624981246885, 12.540325268539517 55.644112885696906, 12.540078675223235 55.64373119642469, 12.540033491583815 55.64365186232418))"
cykeldata_kk.fid-2b80431e_19460c4a556_7266,1039,,,Eksisterende,Cykelsti,,København,1778,"MULTILINESTRING ((12.540033491583815 55.64365186232418, 12.539954337071581 55.643512827742754, 12.539946870367283 55.643499828288164, 12.539859853050109 55.64328532601763, 12.539802433368681 55.643151776714554, 12.539744082105857 55.643057270344805))"
cykeldata_kk.fid-2b80431e_19460c4a556_7267,1065,,,Eksisterende,Cykelsti,P,København,1779,"MULTILINESTRING ((12.487166037138238 55.65897043768407, 12.484489994554156 55.65892399948574, 12.484474755777557 55.658923713446654, 12.484335009976048 55.65890521121375, 12.4843205433991 55.65890328506858))"
cykeldata_kk.fid-2b80431e_19460c4a556_7268,1043,,,Eksisterende,Cykelsti,,København,1780,"MULTILINESTRING ((12.466011227872395 55.70990470296582, 12.465248999990322 55.709686304163945, 12.465248059215616 55.709686061050625))"
cykeldata_kk.fid-2b80431e_19460c4a556_7269,1044,,,Eksisterende,Cykelsti,,København,1781,"MULTILINESTRING ((12.466868731920183 55.710159329535614, 12.46601513789759 55.709905851036055, 12.466011227872395 55.70990470296582))"
cykeldata_kk.fid-2b80431e_19460c4a556_726a,1045,,,Eksisterende,Cykelsti,,København,1782,"MULTILINESTRING ((12.46699753433028 55.710197580947906, 12.466873860675255 55.7101608926166, 12.466868731920183 55.710159329535614))"
cykeldata_kk.fid-2b80431e_19460c4a556_726b,1046,,,Eksisterende,Cykelsti,,København,1783,"MULTILINESTRING ((12.468492516915896 55.710640579770754, 12.467000642557817 55.7101985718554, 12.46699753433028 55.710197580947906))"
cykeldata_kk.fid-2b80431e_19460c4a556_726c,1047,,,Eksisterende,Cykelsti,,København,1784,"MULTILINESTRING ((12.463333287507128 55.70914322521246, 12.461179263417101 55.708518204037624, 12.461173202311958 55.70851648723864))"
cykeldata_kk.fid-2b80431e_19460c4a556_726d,1049,,,Eksisterende,Cykelsti,,København,1785,"MULTILINESTRING ((12.464902548965343 55.709588125088054, 12.464452917005634 55.70946067631939, 12.46444671668132 55.7094588737141))"
cykeldata_kk.fid-2b80431e_19460c4a556_726e,1050,,,Eksisterende,Cykelsti,,København,1786,"MULTILINESTRING ((12.455699791427314 55.706671248828464, 12.454776709440388 55.706356275513876, 12.454763306641297 55.70635170872635))"
cykeldata_kk.fid-2b80431e_19460c4a556_726f,1051,,,Eksisterende,Cykelsti,,København,1787,"MULTILINESTRING ((12.457627237770195 55.707328909358, 12.45570249822657 55.70667216142712, 12.455699791427314 55.706671248828464))"
cykeldata_kk.fid-2b80431e_19460c4a556_7270,1052,,,Eksisterende,Cykelsti,,København,1788,"MULTILINESTRING ((12.458022726458683 55.707463841781326, 12.45763576724449 55.707331815290566, 12.457627237770195 55.707328909358))"
cykeldata_kk.fid-2b80431e_19460c4a556_7271,1053,,,Eksisterende,Cykelsti,,København,1789,"MULTILINESTRING ((12.458982892173605 55.70779069072567, 12.45803057728207 55.70746649713124, 12.458022726458683 55.707463841781326))"
cykeldata_kk.fid-2b80431e_19460c4a556_7272,1054,,,Eksisterende,Cykelsti,,København,1790,"MULTILINESTRING ((12.461173202311958 55.70851648723864, 12.460504008072908 55.708305593056245, 12.458984110698282 55.707791105845025, 12.458982892173605 55.70779069072567))"
cykeldata_kk.fid-2b80431e_19460c4a556_7273,1055,,,Eksisterende,Cykelsti,,København,1791,"MULTILINESTRING ((12.465248059215616 55.709686061050625, 12.464907800615027 55.70958959488271, 12.464902548965343 55.709588125088054))"
cykeldata_kk.fid-2b80431e_19460c4a556_7274,1060,,,Eksisterende,Cykelsti,,København,1792,"MULTILINESTRING ((12.479427170818049 55.6606038571838, 12.47879746810941 55.660542977978274, 12.478338405589923 55.66049694154306, 12.47832437892918 55.66049554158248))"
cykeldata_kk.fid-2b80431e_19460c4a556_7275,1061,,,Eksisterende,Cykelsti,,København,1793,"MULTILINESTRING ((12.480451113520184 55.660707389532796, 12.48013319567772 55.66067641071221, 12.479489743935789 55.66060990226187, 12.479434184184864 55.66060455710067, 12.479427170818049 55.6606038571838))"
cykeldata_kk.fid-2b80431e_19460c4a556_7276,1062,,,Eksisterende,Cykelsti,,København,1794,"MULTILINESTRING ((12.481479559189793 55.6608069199758, 12.481454685105072 55.660804479965805, 12.480787562486016 55.66074026860261, 12.480466464508142 55.66070893144787, 12.480451113520184 55.660707389532796))"
cykeldata_kk.fid-2b80431e_19460c4a556_7277,1063,,,Eksisterende,Cykelsti,,København,1795,"MULTILINESTRING ((12.4822949549498 55.66085415075628, 12.481763767861034 55.66083489723642, 12.48148432468633 55.66080741392149, 12.481479559189793 55.6608069199758))"
cykeldata_kk.fid-2b80431e_19460c4a556_7278,1064,,,Eksisterende,Cykelsti,,København,1796,"MULTILINESTRING ((12.47832437892918 55.66049554158248, 12.477524959805587 55.66041537876285, 12.477524166897947 55.660415311357866))"
cykeldata_kk.fid-2b80431e_19460c4a556_7279,1024,,,Eksisterende,Cykelsti,,København,1797,"MULTILINESTRING ((12.52723323421351 55.648059071418096, 12.526760035271312 55.64775945848967))"
cykeldata_kk.fid-2b80431e_19460c4a556_727a,1025,,,Eksisterende,Cykelsti,,København,1798,"MULTILINESTRING ((12.528222167166415 55.648159409239376, 12.527368722465242 55.64808058975575, 12.527283935584396 55.6480738969534, 12.52723323421351 55.648059071418096))"
cykeldata_kk.fid-2b80431e_19460c4a556_727b,1071,,,Eksisterende,Cykelsti,,København,1799,"MULTILINESTRING ((12.490419760353184 55.65896926701535, 12.490398317253476 55.658956752593944, 12.49035005862797 55.65892441526073, 12.490292449149138 55.65888722001449, 12.49024607505035 55.658856896616456, 12.490179104919461 55.65881178720696, 12.490121362995687 55.658771629059515, 12.490078521236711 55.658741205038325, 12.49001709871462 55.658698005237966, 12.489961012847273 55.65865582214347, 12.489912438496145 55.65861845941288, 12.489859876925468 55.65857608604972, 12.489799977882678 55.65852789845192, 12.489738061937027 55.658474734017716, 12.489689224470983 55.658434412098806, 12.489634513624887 55.65838409900845, 12.489572449433592 55.65832779232738, 12.489547739934238 55.658302155909446, 12.488735592533612 55.6574896800181, 12.488566881768163 55.65731963186915, 12.488076026175065 55.65682631165483, 12.487269742813321 55.65601860431452, 12.486481886168605 55.65522601006527, 12.486479006763458 55.65522312536542, 12.486361265659982 55.65509953976422, 12.486360972136737 55.655099188525035))"
cykeldata_kk.fid-2b80431e_19460c4a556_727c,1076,,,Eksisterende,Cykelsti,,København,1800,"MULTILINESTRING ((12.486360972136737 55.655099188525035, 12.48625224389525 55.65502236250097, 12.486244685783404 55.65501700384877, 12.484937621461734 55.65409362227638, 12.484563697147443 55.6538274599757, 12.484330884269113 55.65368233203202, 12.484128345544228 55.653579763310155, 12.483849357139212 55.65346390477143, 12.483840365569913 55.653460114961995))"
cykeldata_kk.fid-2b80431e_19460c4a556_727d,1134,,,Eksisterende,Cykelsti,,København,1833,"MULTILINESTRING ((12.485911311186552 55.692268287236026, 12.485603881605298 55.6922016760536, 12.485023843588522 55.692076903034774))"
cykeldata_kk.fid-2b80431e_19460c4a556_727e,1135,,,Eksisterende,Cykelsti,,København,1834,"MULTILINESTRING ((12.476236141539268 55.69088512202835, 12.475825506752955 55.690893254122116, 12.475552886392238 55.690903586837756, 12.475347110221334 55.69091283393116, 12.47496842373554 55.69092895756028, 12.474957310870565 55.690929452211314))"
cykeldata_kk.fid-2b80431e_19460c4a556_727f,1334,,,Eksisterende,Cykelsti,,København,1969,"MULTILINESTRING ((12.587788456685617 55.63138514101683, 12.58762564609681 55.63021427838473))"
cykeldata_kk.fid-2b80431e_19460c4a556_7280,1091,,,Eksisterende,Cykelsti,,København,1801,"MULTILINESTRING ((12.521550768966831 55.650220154076685, 12.52150936852721 55.650220534410415, 12.521493511365053 55.650220630383714, 12.521479615971606 55.65022066999505, 12.520874378216801 55.65023113430622, 12.520873331939118 55.650231164359695, 12.516257037391417 55.65035234920784, 12.515638283647895 55.650368569175555, 12.515625074271417 55.65036894803694, 12.515527155834024 55.65037220590443, 12.514917216499358 55.65039253129004, 12.514884485237856 55.6503936927826, 12.51349756064791 55.65044001767991, 12.51287920565491 55.65046070712156, 12.512759196645296 55.65046466233112, 12.512488314313172 55.650473706887816, 12.511072917550788 55.650533046193765, 12.510439346727102 55.650559552968495, 12.510434907991492 55.65055976998564, 12.509948295356663 55.650580087685555, 12.509330401222389 55.65060596000555, 12.509320346636748 55.650606427659255, 12.508871097807326 55.65062522185869, 12.508538374750637 55.65063915086797, 12.508235177376983 55.65065187433876, 12.50790480798003 55.65066573425621, 12.507899314884906 55.65066589145713))"
cykeldata_kk.fid-2b80431e_19460c4a556_7281,1081,,,Eksisterende,Cykelsti,,København,1802,"MULTILINESTRING ((12.505938318076163 55.65078402456017, 12.505938266717148 55.650784029440956, 12.50487736854921 55.65088484461393, 12.504862416007162 55.65088626102422, 12.503779615735027 55.650984729640705, 12.503774808585062 55.650985226638134, 12.50312095956626 55.65104463803963, 12.503001084567346 55.651056064713735))"
cykeldata_kk.fid-2b80431e_19460c4a556_7282,1083,,,Eksisterende,Cykelsti,,København,1803,"MULTILINESTRING ((12.503001084567346 55.651056064713735, 12.501844367491827 55.651166786813505, 12.501215341700108 55.65124579558147, 12.500501146858358 55.65132993020998, 12.500492325136612 55.65133099120812, 12.499765437516977 55.65143894714712, 12.4991556046929 55.651543557314135, 12.499152252134142 55.65154419239976, 12.498435611222588 55.65166713034721, 12.498010563914006 55.65174569452213, 12.497595092266733 55.65182137695341, 12.497594061925797 55.65182158614664, 12.496501954824623 55.652020490577236, 12.495889536616529 55.65211688741205, 12.49569411928995 55.652144395275386, 12.49568595921275 55.65214552695108, 12.494875276767521 55.65225961867496, 12.494548455522768 55.65230022033419, 12.49389766797045 55.65237522663221, 12.493886761080184 55.652376436478036, 12.493807844879605 55.652385517945696, 12.493039948245073 55.65246925124085, 12.493039040665009 55.65246936699998, 12.492541331717417 55.65251411350304, 12.492110247145877 55.652532508009955, 12.492105023279825 55.652532746724425, 12.49021215258273 55.6526325035547, 12.490202105171113 55.65263305931967, 12.489486003151473 55.65267861748057, 12.489484956773397 55.6526786472673, 12.488709061315632 55.65271098007493, 12.488632731460942 55.65271378168792, 12.488392762806606 55.652722588575614, 12.488385607847208 55.652722880097855, 12.488385446125086 55.65272288668707))"
cykeldata_kk.fid-2b80431e_19460c4a556_7283,1084,,,Eksisterende,Cykelsti,,København,1804,"MULTILINESTRING ((12.507899314884906 55.65066589145713, 12.507590945151348 55.65069701054723, 12.507389374987921 55.65070835202959, 12.506961677363009 55.65072769119694, 12.506843324360252 55.65072972877978, 12.50658572182959 55.650736199342944, 12.506413821611684 55.65074794900146, 12.505938266717148 55.650784029440956))"
cykeldata_kk.fid-2b80431e_19460c4a556_7284,1066,,,Eksisterende,Cykelsti,P,København,1805,"MULTILINESTRING ((12.48850816870565 55.658993383081835, 12.48827451655123 55.65898960364896, 12.487196907195157 55.658970997926744, 12.487173787357055 55.65897057681519, 12.487166037138238 55.65897043768407))"
cykeldata_kk.fid-2b80431e_19460c4a556_7285,1068,,,Eksisterende,Cykelsti,P,København,1806,"MULTILINESTRING ((12.489870468196333 55.65901744771095, 12.489479024171725 55.6590105211297, 12.489207897000616 55.65900565263366, 12.488938878936631 55.65900090330771, 12.488873059437221 55.658999630096375, 12.488870958357657 55.65899959999431))"
cykeldata_kk.fid-2b80431e_19460c4a556_7286,1069,,,Eksisterende,Cykelsti,P,København,1807,"MULTILINESTRING ((12.490419760353184 55.65896926701535, 12.490124764076299 55.659005623620594, 12.490121779219244 55.65900597828782, 12.490009310273852 55.65901987786536, 12.489873354186969 55.65901745545179, 12.489870468196333 55.65901744771095))"
cykeldata_kk.fid-2b80431e_19460c4a556_7287,1067,,,Eksisterende,Cykelsti,P,København,1808,"MULTILINESTRING ((12.488870958357657 55.65899959999431, 12.48871961675762 55.6589967151894, 12.488523661170861 55.658993571503984, 12.48850816870565 55.658993383081835))"
cykeldata_kk.fid-2b80431e_19460c4a556_7288,1070,,,Eksisterende,Cykelsti,P,København,1809,"MULTILINESTRING ((12.4843205433991 55.65890328506858, 12.484418547483703 55.6586942766617, 12.484643129705624 55.658274638275174, 12.484680214232599 55.6582049929986, 12.484681002346868 55.65820353224977))"
cykeldata_kk.fid-2b80431e_19460c4a556_7289,1072,,,Eksisterende,Cykelsti,P,København,1810,"MULTILINESTRING ((12.484681002346868 55.65820353224977, 12.48473851382445 55.65809519012706, 12.484772897080571 55.65803056591797, 12.484836095482487 55.657912443139736, 12.484864862809735 55.65785840655353, 12.484955703049614 55.65768834672316, 12.484983567103406 55.65763595392094, 12.485039687437547 55.65753115714275, 12.485074184599553 55.657466349798625, 12.485142084231335 55.65733622681577, 12.485142420840859 55.65733558796947))"
cykeldata_kk.fid-2b80431e_19460c4a556_728a,1073,,,Eksisterende,Cykelsti,P,København,1811,"MULTILINESTRING ((12.485142420840859 55.65733558796947, 12.485156304780393 55.657308853530246, 12.485191015338497 55.65724350069896, 12.485275203689156 55.657085675845465, 12.485309830909568 55.657020864722476, 12.485394264008226 55.65686285301729, 12.485429013683955 55.6567979484748, 12.485547834623754 55.65657540196017, 12.485575827961187 55.65652300531712, 12.485751207416167 55.65619475002525, 12.48580427852558 55.65609552322205, 12.485890422616533 55.65593467564816, 12.485894584481047 55.65592691608035))"
cykeldata_kk.fid-2b80431e_19460c4a556_728b,1074,,,Eksisterende,Cykelsti,P,København,1812,"MULTILINESTRING ((12.485938887738843 55.65584411993777, 12.486357911078311 55.65510457948977, 12.486360972136737 55.655099188525035))"
cykeldata_kk.fid-2b80431e_19460c4a556_728c,1075,,,Eksisterende,Cykelsti,P,København,1813,"MULTILINESTRING ((12.485894584481047 55.65592691608035, 12.485936416792173 55.655848774935414, 12.485938887738843 55.65584411993777))"
cykeldata_kk.fid-2b80431e_19460c4a556_728d,1077,,,Eksisterende,Cykelsti,P,København,1814,"MULTILINESTRING ((12.486360972136737 55.655099188525035, 12.4870346730329 55.654309880911846, 12.487116545607954 55.65421459867598, 12.48712058595081 55.65420989900612))"
cykeldata_kk.fid-2b80431e_19460c4a556_728e,1078,,,Eksisterende,Cykelsti,P,København,1815,"MULTILINESTRING ((12.48712058595081 55.65420989900612, 12.48721350105771 55.65410756031583, 12.487400319699185 55.653887482226146, 12.487814420517669 55.653387830763236, 12.487816559435068 55.65338534269149))"
cykeldata_kk.fid-2b80431e_19460c4a556_728f,1079,,,Eksisterende,Cykelsti,,København,1816,"MULTILINESTRING ((12.488385446125086 55.65272288668707, 12.488132294655449 55.65271912306761, 12.48736576137597 55.65270785066774, 12.486943131551248 55.65270052898084, 12.486655939712898 55.65269553351905, 12.486645205933812 55.65251458721896, 12.486610462185876 55.65231863472839, 12.486573065438371 55.65224881674677, 12.486500981087229 55.652144386221984, 12.486418643870609 55.652073758051145, 12.486302257713621 55.65200701594117, 12.486164284637603 55.65195006234048))"
cykeldata_kk.fid-2b80431e_19460c4a556_7290,1101,,,Eksisterende,Cykelsti,,København,1817,"MULTILINESTRING ((12.528608570082692 55.65027267235388, 12.528020416185873 55.65016266603612, 12.52801148418868 55.65016103525896))"
cykeldata_kk.fid-2b80431e_19460c4a556_7291,1103,,,Eksisterende,Cykelsti,,København,1818,"MULTILINESTRING ((12.52801148418868 55.65016103525896, 12.526150146601811 55.65018663683778, 12.525321210567082 55.650192680480444, 12.524701809036229 55.650197278222095, 12.524689491142341 55.65019736273428, 12.52211292237843 55.650216138510004, 12.521550768966831 55.650220154076685))"
cykeldata_kk.fid-2b80431e_19460c4a556_7292,1104,,,Eksisterende,Cykelsti,,København,1819,"MULTILINESTRING ((12.53551051918244 55.65254338989019, 12.535044251615831 55.652402751545786, 12.534867708098714 55.65234994817609, 12.534080721247134 55.652122273421384, 12.534077624149695 55.652121373832145))"
cykeldata_kk.fid-2b80431e_19460c4a556_7293,1105,,,Eksisterende,Cykelsti,,København,1820,"MULTILINESTRING ((12.533733734472587 55.65201154345528, 12.53353503934858 55.651945712253706, 12.532668614119098 55.6516483099893, 12.53138814369168 55.65121018359566, 12.530138546301819 55.65078257218662, 12.52933917111629 55.65050838759195, 12.528701927112838 55.650290122024316, 12.528616439712327 55.65027415387447, 12.528608570082692 55.65027267235388))"
cykeldata_kk.fid-2b80431e_19460c4a556_7294,1106,,,Eksisterende,Cykelsti,,København,1821,"MULTILINESTRING ((12.534077624149695 55.652121373832145, 12.533748720980082 55.65201632552311, 12.533734821209578 55.65201196161836, 12.533733734472587 55.65201154345528))"
cykeldata_kk.fid-2b80431e_19460c4a556_7295,1107,,,Eksisterende,Cykelsti,,København,1822,"MULTILINESTRING ((12.538771532618036 55.653386212320875, 12.53888517805817 55.653417632265395, 12.539063377691798 55.653466876133116, 12.539446332157398 55.65358059829405, 12.539707972414567 55.65366509941896, 12.540105763684176 55.65377317701151, 12.540509576092242 55.65386804412775, 12.541643055587928 55.654132954796495, 12.541723544543897 55.654150047362435, 12.541793513022165 55.65415665600802, 12.541883030054658 55.65415901392373, 12.541957533361568 55.65415776015568, 12.542061648265493 55.654151874945505, 12.54218984636331 55.65413387658008, 12.542320417065193 55.65411311255313, 12.542420725449508 55.65409268354329, 12.542433733054049 55.654090060169224))"
cykeldata_kk.fid-2b80431e_19460c4a556_7296,1159,,,Eksisterende,Cykelsti,P,København,1866,"MULTILINESTRING ((12.49162075188538 55.68206569081447, 12.491544344731567 55.68197410405304, 12.49140906303799 55.68180652273919, 12.49138502204109 55.68177385553703, 12.491382500938744 55.68177060113742))"
cykeldata_kk.fid-2b80431e_19460c4a556_7297,1108,,,Eksisterende,Cykelsti,,København,1823,"MULTILINESTRING ((12.54212107697457 55.65378220222911, 12.541872171365124 55.6534614439848, 12.541685168193979 55.653220524769445, 12.541610485902245 55.65313997574664, 12.540025684154289 55.65143075292001, 12.53988116141587 55.651263579848916, 12.53987911174419 55.65126121177793))"
cykeldata_kk.fid-2b80431e_19460c4a556_7298,1109,,,Eksisterende,Cykelsti,,København,1824,"MULTILINESTRING ((12.542433733054049 55.654090060169224, 12.542124532113686 55.65378560843763, 12.54212107697457 55.65378220222911))"
cykeldata_kk.fid-2b80431e_19460c4a556_7299,1110,,,Eksisterende,Cykelsti,,København,1825,"MULTILINESTRING ((12.536195710005423 55.652729762334886, 12.536139949803372 55.65271635786805, 12.535517784099078 55.65254542781058, 12.53551051918244 55.65254338989019))"
cykeldata_kk.fid-2b80431e_19460c4a556_729a,1111,,,Eksisterende,Cykelsti,,København,1826,"MULTILINESTRING ((12.538771532618036 55.653386212320875, 12.538686244473839 55.653363862486906, 12.538530722064122 55.65332322301008, 12.53695048955002 55.65291268472972, 12.536768349821154 55.652869125257396, 12.53632197354773 55.65276010139734, 12.5362049611276 55.652732012611985, 12.536195710005423 55.652729762334886))"
cykeldata_kk.fid-2b80431e_19460c4a556_729b,1112,,,Eksisterende,Cykelsti,,København,1827,"MULTILINESTRING ((12.539063881935391 55.65276097762492, 12.538858497330272 55.65271269844216, 12.538498198773928 55.6524634726695, 12.537533634610051 55.651656155611626))"
cykeldata_kk.fid-2b80431e_19460c4a556_729c,1113,,,Eksisterende,Cykelsti,,København,1828,"MULTILINESTRING ((12.535600550778662 55.650047188139396, 12.535247421114734 55.64976790033701, 12.53450799500766 55.64914815843123, 12.534499477106804 55.64914094247921, 12.534396763000059 55.64907207541184, 12.534387966001804 55.649066126079255))"
cykeldata_kk.fid-2b80431e_19460c4a556_729d,1114,,,Eksisterende,Cykelsti,,København,1829,"MULTILINESTRING ((12.535754719415038 55.65016311522415, 12.535605745627034 55.650050993830504, 12.535600550778662 55.650047188139396))"
cykeldata_kk.fid-2b80431e_19460c4a556_729e,1115,,,Eksisterende,Cykelsti,,København,1830,"MULTILINESTRING ((12.536838601253757 55.65107290300242, 12.536426189531616 55.65072682619997, 12.535844510191025 55.650238377222, 12.535758125140125 55.650165983634245, 12.535754719415038 55.65016311522415))"
cykeldata_kk.fid-2b80431e_19460c4a556_729f,1116,,,Eksisterende,Cykelsti,,København,1831,"MULTILINESTRING ((12.537533634610051 55.651656155611626, 12.536840871843713 55.651074815254134, 12.536838601253757 55.65107290300242))"
cykeldata_kk.fid-2b80431e_19460c4a556_72a0,1133,,,Eksisterende,Cykelsti,,København,1832,"MULTILINESTRING ((12.523349545459721 55.66639845259435, 12.522945291457464 55.66639750163026, 12.521950528924796 55.666443611910594, 12.521944780088127 55.66644386695276))"
cykeldata_kk.fid-2b80431e_19460c4a556_72a1,1137,,,Eksisterende,Cykelsti,,København,1836,"MULTILINESTRING ((12.474957310870565 55.690929452211314, 12.474720520605336 55.69093975675181, 12.47437526856831 55.69095843725276, 12.474040848560573 55.69098085527525, 12.473673900479925 55.69101093585041, 12.473626176464196 55.691015973228424, 12.473613694986307 55.69101731558242))"
cykeldata_kk.fid-2b80431e_19460c4a556_72a2,1138,,,Eksisterende,Cykelsti,,København,1837,"MULTILINESTRING ((12.477949892023249 55.69089622775503, 12.477783147577597 55.6908912472772, 12.477597303843089 55.6908869879154, 12.477351040389298 55.69088668873226, 12.477340272546929 55.690886634441384))"
cykeldata_kk.fid-2b80431e_19460c4a556_72a3,1139,,,Eksisterende,Cykelsti,,København,1838,"MULTILINESTRING ((12.47859350265728 55.69091905756052, 12.478258655268284 55.69090563070253, 12.477954768178181 55.690896449065015, 12.477949892023249 55.69089622775503))"
cykeldata_kk.fid-2b80431e_19460c4a556_72a4,1100,,,Eksisterende,Cykelsti,P,København,1839,"MULTILINESTRING ((12.503534939688022 55.64529636243716, 12.502318856479654 55.6437475888812, 12.50159957839108 55.642846774031106, 12.501466814875211 55.64275408740173))"
cykeldata_kk.fid-2b80431e_19460c4a556_72a5,1102,,,Eksisterende,Cykelsti,P,København,1840,"MULTILINESTRING ((12.501466814875211 55.64275408740173, 12.501378126275025 55.64269206159558, 12.501138396846933 55.64239319655881, 12.500890437936674 55.642100051021934, 12.500690585297315 55.641893378620516, 12.500433100309964 55.64164303443894))"
cykeldata_kk.fid-2b80431e_19460c4a556_72a6,1140,,,Eksisterende,Cykelsti,,København,1841,"MULTILINESTRING ((12.47975506062225 55.691024637352925, 12.479627439460037 55.6910109081873, 12.479188579802761 55.690971757857895, 12.478946473184228 55.69095030825426, 12.478669451510404 55.6909258930511, 12.478607198711922 55.690919568066626, 12.4786053577714 55.69091953038443, 12.47859350265728 55.69091905756052))"
cykeldata_kk.fid-2b80431e_19460c4a556_72a7,1141,,,Eksisterende,Cykelsti,,København,1842,"MULTILINESTRING ((12.480520259030786 55.691127610815215, 12.480177474333649 55.69107809634665, 12.479873143518363 55.69103737846923, 12.479766725686705 55.69102592452285, 12.47975506062225 55.691024637352925))"
cykeldata_kk.fid-2b80431e_19460c4a556_72a8,1142,,,Eksisterende,Cykelsti,,København,1843,"MULTILINESTRING ((12.481611540699625 55.68956237794427, 12.48149866881296 55.689906198988105, 12.481449917772537 55.69005015831614, 12.48123013896214 55.690706076948786, 12.481127704382 55.691009417639734, 12.48111116587179 55.691056633095116, 12.481108546794127 55.691064078923525, 12.481061748156646 55.69119755465859, 12.481059030040507 55.69120536288135))"
